n.id,n.name,synonym,synonym w/o disease,status
MESH:D002607,Charcot-Marie-Tooth Disease,Roussy-Levy Disease,Roussy-Levy,
MESH:D015673,"Fatigue Syndrome, Chronic",Royal Free Disease,Royal Free,remove
MESH:D006086,Graft vs Host Disease,Runt Disease,Runt,remove
MESH:D020167,Hyperlysinemias,Saccharopine Dehydrogenase Deficiency Disease,Saccharopine Dehydrogenase Deficiency,
MESH:C535463,Mainzer-Saldino Disease,Saldino-Mainzer disease,Saldino-Mainzer,
MESH:D012466,Salivary Gland Diseases,Salivary Gland Disease,Salivary Gland,remove
MESH:D003586,Cytomegalovirus Infections,Salivary Gland Virus Disease,Salivary Gland Virus,remove
MESH:D029461,Sialic Acid Storage Disease,Salla Disease,Salla,
MESH:D012497,Sandhoff Disease,Sandhoff Disease,Sandhoff,
MESH:D012497,Sandhoff Disease,Sandhoff Jatzkewitz Pilz Disease,Sandhoff Jatzkewitz Pilz,
MESH:D012497,Sandhoff Disease,Sandhoff-Jatzkewitz-Pilz Disease,Sandhoff-Jatzkewitz-Pilz,
MESH:D012497,Sandhoff Disease,Sandhoffs Disease,Sandhoffs,
MESH:D012497,Sandhoff Disease,Sandhoff's Disease,Sandhoff's,
MESH:C537948,"Ceroid lipofuscinosis, neuronal 1, infantile",Santavuori disease,Santavuori,
MESH:D009472,Neuronal Ceroid-Lipofuscinoses,Santavuori Haltia Disease,Santavuori Haltia,
MESH:D009472,Neuronal Ceroid-Lipofuscinoses,Santavuori-Haltia Disease,Santavuori-Haltia,
MESH:D006450,Hemoglobin SC Disease,SC Disease,SC,remove
MESH:D010859,Pigmentation Disorders,Schamberg Disease,Schamberg,
MESH:D010859,Pigmentation Disorders,Schambergs Disease,Schambergs,
MESH:D010859,Pigmentation Disorders,Schamberg's Disease,Schamberg's,
MESH:D012507,Sarcoidosis,Schaumann Disease,Schaumann,
MESH:D012544,Scheuermann Disease,Scheuermann Disease,Scheuermann,
MESH:D012544,Scheuermann Disease,Scheuermanns Disease,Scheuermanns,
MESH:D012544,Scheuermann Disease,Scheuermann's Disease,Scheuermann's,
MESH:D002549,Diffuse Cerebral Sclerosis of Schilder,Schilder Disease,Schilder,
MESH:D002549,Diffuse Cerebral Sclerosis of Schilder,Schilders Disease,Schilders,
MESH:D002549,Diffuse Cerebral Sclerosis of Schilder,Schilder's Disease,Schilder's,
MESH:C536631,"Schindler Disease, Type I",Schindler Disease,Schindler,
MESH:D006646,"Histiocytosis, Langerhans-Cell",Schueller Christian Disease,Schueller Christian,
MESH:D006646,"Histiocytosis, Langerhans-Cell",Schueller-Christian Disease,Schueller-Christian,
MESH:D020426,Sciatic Neuropathy,Sciatic Nerve Disease,Sciatic Nerve,remove
MESH:D015422,Scleral Diseases,Sclera Disease,Sclera,remove
MESH:D015422,Scleral Diseases,Scleral Disease,Scleral,remove
MESH:D012618,Sea-Blue Histiocyte Syndrome,Sea Blue Histiocyte Disease,Sea Blue Histiocyte,
MESH:D012618,Sea-Blue Histiocyte Syndrome,Sea-Blue Histiocyte Disease,Sea-Blue Histiocyte,
MESH:D012625,Sebaceous Gland Diseases,Sebaceous Gland Disease,Sebaceous Gland,remove
MESH:D016472,Motor Neuron Disease,Secondary Motor Neuron Disease,Secondary Motor Neuron,remove
MESH:D009072,Moyamoya Disease,Secondary Moyamoya Disease,Secondary Moyamoya,remove
MESH:D009202,Cardiomyopathies,Secondary Myocardial Disease,Secondary Myocardial,remove
MESH:D010302,"Parkinson Disease, Secondary",Secondary Parkinson Disease,Secondary Parkinson,
MESH:D010302,"Parkinson Disease, Secondary",Secondary Vascular Parkinson Disease,Secondary Vascular Parkinson,
MESH:D019150,Neuroaxonal Dystrophies,Seitelberger Disease,Seitelberger,
MESH:D019150,Neuroaxonal Dystrophies,Seitelbergers Disease,Seitelbergers,
MESH:D019150,Neuroaxonal Dystrophies,Seitelberger's Disease,Seitelberger's,
MESH:D012749,Sexually Transmitted Diseases,Sexually Transmitted Disease,Sexually Transmitted,remove
MESH:D012757,Sheep Diseases,Sheep Disease,Sheep,remove
MESH:D029461,Sialic Acid Storage Disease,Sialic Acid Storage Disease,Sialic Acid Storage,remove
MESH:D000755,"Anemia, Sickle Cell",Sickle Cell Disease,Sickle Cell,
MESH:D006450,Hemoglobin SC Disease,Sickle Cell Hemoglobin C Disease,Sickle Cell Hemoglobin C,
MESH:D056660,Hereditary Autoinflammatory Diseases,Siegal Cattan Mamou Disease,Siegal Cattan Mamou,
MESH:D056660,Hereditary Autoinflammatory Diseases,Siegal-Cattan-Mamou Disease,Siegal-Cattan-Mamou,
MESH:D000326,Adrenoleukodystrophy,Siemerling Creutzfeldt Disease,Siemerling Creutzfeldt,
MESH:D000326,Adrenoleukodystrophy,Siemerling-Creutzfeldt Disease,Siemerling-Creutzfeldt,
MESH:D012810,Sigmoid Diseases,Sigmoid Disease,Sigmoid,remove
MESH:D012810,Sigmoid Diseases,Sigmoid Colon Disease,Sigmoid Colon,remove
MESH:D012832,Silo Filler's Disease,Silo Filler Disease,Silo Filler,
MESH:D012832,Silo Filler's Disease,Silo Fillers Disease,Silo Fillers,
MESH:D012832,Silo Filler's Disease,Silo Fillers' Disease,Silo Fillers',
MESH:D012832,Silo Filler's Disease,Silo Filler's Disease,Silo Filler's,
MESH:D007018,Hypopituitarism,Simmonds Disease,Simmonds,
MESH:D007018,Hypopituitarism,Simmonds' Disease,Simmonds',
MESH:D007018,Hypopituitarism,Simmond's Disease,Simmond's,
MESH:D012804,Sick Sinus Syndrome,Sinus Node Disease,Sinus Node,remove
MESH:D005077,Exanthema Subitum,Sixth Disease,Sixth,remove
MESH:D012871,Skin Diseases,Skin Disease,Skin,remove
MESH:D019247,HIV Wasting Syndrome,Slim Disease,Slim,remove
MESH:D012897,Slow Virus Diseases,Slow Virus Disease,Slow Virus,remove
MESH:D016538,Mucopolysaccharidosis VII,Sly Disease,Sly,remove
MESH:C562682,Methionine Malabsorption Syndrome,Smith-Strang Disease,Smith-Strang,
MESH:D012872,"Skin Diseases, Vesiculobullous",Sneddon Wilkinson Disease,Sneddon Wilkinson,
MESH:D012872,"Skin Diseases, Vesiculobullous",Sneddon-Wilkinson Disease,Sneddon-Wilkinson,
MESH:D020513,"Paralysis, Hyperkalemic Periodic",Sodium Channel Muscle Disease,Sodium Channel Muscle,remove
MESH:D013106,Sphingolipidoses,Sphingolipid Storage Disease,Sphingolipid Storage,remove
MESH:D052536,"Niemann-Pick Disease, Type A",Sphingomyelinase Deficiency Disease,Sphingomyelinase Deficiency,
MESH:D009472,Neuronal Ceroid-Lipofuscinoses,Spielmeyer Sjogren Disease,Spielmeyer Sjogren,
MESH:D009472,Neuronal Ceroid-Lipofuscinoses,Spielmeyer Vogt Disease,Spielmeyer Vogt,
MESH:D009472,Neuronal Ceroid-Lipofuscinoses,Spielmeyer-Sjogren Disease,Spielmeyer-Sjogren,
MESH:D009472,Neuronal Ceroid-Lipofuscinoses,Spielmeyer-Vogt Disease,Spielmeyer-Vogt,
MESH:D013122,Spinal Diseases,Spinal Disease,Spinal,remove
MESH:D013118,Spinal Cord Diseases,Spinal Cord Disease,Spinal Cord,remove
MESH:D013132,Spinocerebellar Degenerations,Spinocerebellar Disease,Spinocerebellar,
MESH:D013158,Splenic Diseases,Splenic Disease,Splenic,remove
MESH:D017825,Canavan Disease,Sporadic Form of Canavan Disease,Sporadic Form of Canavan,remove
MESH:C580470,Stargardt Macular Degeneration,Stargardt Disease,Stargardt,
MESH:C535804,Stargardt disease 1,Stargardt Disease,Stargardt,
MESH:D000080362,Stargardt Disease,Stargardt Disease,Stargardt,
MESH:D013494,"Supranuclear Palsy, Progressive",Steele Richardson Olszewski Disease,Steele Richardson Olszewski,
MESH:D013494,"Supranuclear Palsy, Progressive",Steele-Richardson-Olszewski Disease,Steele-Richardson-Olszewski,
MESH:D007706,Menkes Kinky Hair Syndrome,Steely Hair Disease,Steely Hair,remove
MESH:D009223,Myotonic Dystrophy,Steinert Disease,Steinert,
MESH:D009223,Myotonic Dystrophy,Steinerts Disease,Steinerts,
MESH:D009223,Myotonic Dystrophy,Steinert's Disease,Steinert's,
MESH:D016114,"Ichthyosis, X-Linked",Steroid Sulfatase Deficiency Disease,Steroid Sulfatase Deficiency,
MESH:D013272,Stomach Diseases,Stomach Disease,Stomach,remove
MESH:D009057,Stomatognathic Diseases,Stomatognathic Disease,Stomatognathic,remove
MESH:D010981,Platelet Storage Pool Deficiency,Storage Pool Platelet Disease,Storage Pool Platelet,remove
MESH:C536864,"Spastic paraplegia 3, autosomal dominant",Strumpell disease,Strumpell,
MESH:D013341,Sturge-Weber Syndrome,Sturge Disease,Sturge,
MESH:D007922,Leptospirosis,Stuttgart Disease,Stuttgart,
MESH:D005776,Gaucher Disease,Subacute Neuronopathic Gaucher Disease,Subacute Neuronopathic Gaucher,remove
MESH:D013364,Submandibular Gland Diseases,Submandibular Gland Disease,Submandibular Gland,remove
MESH:D013543,Sweat Gland Diseases,Sweat Gland Disease,Sweat Gland,remove
MESH:D000170,Acrodynia,Swift Disease,Swift,remove
MESH:D000170,Acrodynia,Swifts Disease,Swifts,
MESH:D000170,Acrodynia,Swift's Disease,Swift's,
MESH:D013553,Swine Diseases,Swine Disease,Swine,remove
MESH:D004488,Edema Disease of Swine,Swine Edema Disease,Swine Edema,remove
MESH:D013555,Swine Vesicular Disease,Swine Vesicular Disease,Swine Vesicular,remove
MESH:D007922,Leptospirosis,Swineherd's Disease,Swineherd's,
MESH:D010302,"Parkinson Disease, Secondary",Symptomatic Parkinson Disease,Symptomatic Parkinson,
MESH:D015673,"Fatigue Syndrome, Chronic",Systemic Exertion Intolerance Disease,Systemic Exertion Intolerance,
MESH:D034721,"Mastocytosis, Systemic",Systemic Mast Cell Disease,Systemic Mast Cell,
MESH:D034721,"Mastocytosis, Systemic",Systemic Mast-Cell Disease,Systemic Mast-Cell,
MESH:D020642,Acatalasia,Takahara Disease,Takahara,
MESH:D020642,Acatalasia,Takaharas Disease,Takaharas,
MESH:D020642,Acatalasia,Takahara's Disease,Takahara's,
MESH:D013625,Takayasu Arteritis,Takayasu Disease,Takayasu,
MESH:D004682,"Encephalomyelitis, Enzootic Porcine",Talfan Disease,Talfan,
MESH:D013631,Tangier Disease,Tangier Disease,Tangier,
MESH:D006014,Glycogen Storage Disease Type VII,Tarui Disease,Tarui,
MESH:D006014,Glycogen Storage Disease Type VII,Taruis Disease,Taruis,
MESH:D006014,Glycogen Storage Disease Type VII,Tarui's Disease,Tarui's,
MESH:D013661,Tay-Sachs Disease,Tay Sachs Disease,Tay Sachs,
MESH:D013661,Tay-Sachs Disease,Tay-Sachs Disease,Tay-Sachs,
MESH:D013705,Temporomandibular Joint Disorders,Temporomandibular Joint Disease,Temporomandibular Joint,remove
MESH:D004682,"Encephalomyelitis, Enzootic Porcine",Teschen Disease,Teschen,
MESH:D013733,Testicular Diseases,Testicular Disease,Testicular,remove
MESH:D013786,Thalamic Diseases,Thalamic Disease,Thalamic,remove
MESH:D008375,Maple Syrup Urine Disease,Thiamine Responsive Maple Syrup Urine Disease,Thiamine Responsive Maple Syrup Urine,remove
MESH:C537144,Osteoarthropathy of fingers familial,Thiemann epiphyseal disease,Thiemann epiphyseal,
MESH:C537144,Osteoarthropathy of fingers familial,Thiemann's disease,Thiemann's,
MESH:D009224,Myotonia Congenita,Thomsen Disease,Thomsen,
MESH:D009224,Myotonia Congenita,Thomsens Disease,Thomsens,
MESH:D009224,Myotonia Congenita,Thomsen's Disease,Thomsen's,
MESH:D013896,Thoracic Diseases,Thoracic Disease,Thoracic,remove
MESH:C564051,Thrombocytopenia with Elevated Serum Iga and Renal Disease,Thrombocytopenia with Elevated Serum Iga and Renal Disease,Thrombocytopenia with Elevated Serum Iga and Renal,remove
MESH:D013959,Thyroid Diseases,Thyroid Disease,Thyroid,remove
MESH:D020429,Tibial Neuropathy,Tibial Nerve Disease,Tibial Nerve,remove
MESH:D017282,Tick-Borne Diseases,Tick Borne Disease,Tick Borne,remove
MESH:D017282,Tick-Borne Diseases,Tick-Borne Disease,Tick-Borne,remove
MESH:D013705,Temporomandibular Joint Disorders,TMJ Disease,TMJ,
MESH:D014036,Togaviridae Infections,Togaviridae Disease,Togaviridae,
MESH:D014060,Tongue Diseases,Tongue Disease,Tongue,remove
MESH:D014076,Tooth Diseases,Tooth Disease,Tooth,remove
MESH:D005879,Tourette Syndrome,Tourette Disease,Tourette,
MESH:D005879,Tourette Syndrome,Tourettes Disease,Tourettes,
MESH:D005879,Tourette Syndrome,Tourette's Disease,Tourette's,
MESH:D014133,Tracheal Diseases,Tracheal Disease,Tracheal,remove
MESH:D065227,Transfusion Reaction,Transfusion Associated Graft Vs. Host Disease,Transfusion Associated Graft Vs. Host,remove
MESH:D065227,Transfusion Reaction,Transfusion-Associated Graft Vs. Host Disease,Transfusion-Associated Graft Vs. Host,remove
MESH:D020371,Pelizaeus-Merzbacher Disease,Transitional Pelizaeus Merzbacher Disease,Transitional Pelizaeus Merzbacher,
MESH:D020371,Pelizaeus-Merzbacher Disease,Transitional Pelizaeus-Merzbacher Disease,Transitional Pelizaeus-Merzbacher,
MESH:D000076082,Travel-Related Illness,Travel Related Disease,Travel Related,remove
MESH:D000076082,Travel-Related Illness,Travel-Associated Infectious Disease,Travel-Associated Infectious,remove
MESH:D000076082,Travel-Related Illness,Travel-Related Disease,Travel-Related,remove
MESH:D000076082,Travel-Related Illness,Travel-Related Infectious Disease,Travel-Related Infectious,remove
MESH:C537997,Dysplasia epiphysealis hemimelica,Trevor disease,Trevor,
MESH:D020433,Trigeminal Nerve Diseases,Trigeminal Nerve Disease,Trigeminal Nerve,remove
MESH:D020432,Trochlear Nerve Diseases,Trochlear Nerve Disease,Trochlear Nerve,remove
MESH:D012612,Scrub Typhus,Tsutsugamushi Disease,Tsutsugamushi,
MESH:D005776,Gaucher Disease,Type 1 Gaucher Disease,Type 1 Gaucher,
MESH:D056725,"von Willebrand Disease, Type 1",Type 1 von Willebrand Disease,Type 1 von Willebrand,
MESH:D005776,Gaucher Disease,Type 2 Gaucher Disease,Type 2 Gaucher,
MESH:D056728,"von Willebrand Disease, Type 2",Type 2 von Willebrand Disease,Type 2 von Willebrand,
MESH:D056728,"von Willebrand Disease, Type 2",Type 2A von Willebrand Disease,Type 2A von Willebrand,
MESH:D056728,"von Willebrand Disease, Type 2",Type 2B von Willebrand Disease,Type 2B von Willebrand,
MESH:D056728,"von Willebrand Disease, Type 2",Type 2M von Willebrand Disease,Type 2M von Willebrand,
MESH:D056728,"von Willebrand Disease, Type 2",Type 2N von Willebrand Disease,Type 2N von Willebrand,
MESH:D005776,Gaucher Disease,Type 3 Gaucher Disease,Type 3 Gaucher,
MESH:D056729,"von Willebrand Disease, Type 3",Type 3 Von Willebrand's Disease,Type 3 Von Willebrand's,
MESH:D052536,"Niemann-Pick Disease, Type A",Type A Niemann Pick Disease,Type A Niemann Pick,
MESH:D052536,"Niemann-Pick Disease, Type A",Type A Niemann-Pick Disease,Type A Niemann-Pick,
MESH:D052537,"Niemann-Pick Disease, Type B",Type B Niemann Pick Disease,Type B Niemann Pick,
MESH:D052537,"Niemann-Pick Disease, Type B",Type B Niemann-Pick Disease,Type B Niemann-Pick,
MESH:D017825,Canavan Disease,Type I Canavan Disease,Type I Canavan,
MESH:D017827,Machado-Joseph Disease,Type I Machado Joseph Disease,Type I Machado Joseph,
MESH:D017827,Machado-Joseph Disease,Type I Machado-Joseph Disease,Type I Machado-Joseph,
MESH:D056725,"von Willebrand Disease, Type 1",Type I von Willebrand Disease,Type I von Willebrand,
MESH:D017825,Canavan Disease,Type II Canavan Disease,Type II Canavan,
MESH:D017827,Machado-Joseph Disease,Type II Machado Joseph Disease,Type II Machado Joseph,
MESH:D017827,Machado-Joseph Disease,Type II Machado-Joseph Disease,Type II Machado-Joseph,
MESH:D056728,"von Willebrand Disease, Type 2",Type II von Willebrand Disease,Type II von Willebrand,
MESH:D056728,"von Willebrand Disease, Type 2",Type IIA von Willebrand Disease,Type IIA von Willebrand,
MESH:D056728,"von Willebrand Disease, Type 2",Type IIB von Willebrand Disease,Type IIB von Willebrand,
MESH:D017825,Canavan Disease,Type III Canavan Disease,Type III Canavan,
MESH:D017827,Machado-Joseph Disease,Type III Machado Joseph Disease,Type III Machado Joseph,
MESH:D017827,Machado-Joseph Disease,Type III Machado-Joseph Disease,Type III Machado-Joseph,
MESH:D056728,"von Willebrand Disease, Type 2",Type IIM von Willebrand Disease,Type IIM von Willebrand,
MESH:D056728,"von Willebrand Disease, Type 2",Type IIN von Willebrand Disease,Type IIN von Willebrand,
MESH:D017827,Machado-Joseph Disease,Type IV Machado Joseph Disease,Type IV Machado Joseph,
MESH:D017827,Machado-Joseph Disease,Type IV Machado-Joseph Disease,Type IV Machado-Joseph,
MESH:D020176,Tyrosinemias,Tyrosine Transaminase Deficiency Disease,Tyrosine Transaminase Deficiency,
MESH:D005693,Galactosemias,UDP Galactose 4 Epimerase Deficiency Disease,UDP Galactose 4 Epimerase Deficiency,
MESH:D005693,Galactosemias,UDP-Galactose-4-Epimerase Deficiency Disease,UDP-Galactose-4-Epimerase Deficiency,
MESH:D005693,Galactosemias,UDPglucose 4 Epimerase Deficiency Disease,UDPglucose 4 Epimerase Deficiency,
MESH:D005693,Galactosemias,UDPglucose 4-Epimerase Deficiency Disease,UDPglucose 4-Epimerase Deficiency,
MESH:C537077,Febrile Ulceronecrotic Mucha-Habermann disease,Ulceronecrotic Mucha-Habermann disease,Ulceronecrotic Mucha-Habermann,
MESH:C537521,Scleroatonic muscular dystrophy,Ullrich disease,Ullrich,
MESH:D020424,Ulnar Neuropathies,Ulnar Nerve Disease,Ulnar Nerve,remove
MESH:C537696,Juvenile gout,Umod-Related Kidney Disease,Umod-Related Kidney,
MESH:D000080842,Undiagnosed Diseases,Undiagnosed Disease,Undiagnosed,remove
MESH:D000074079,Undifferentiated Connective Tissue Diseases,Undifferentiated Connective Tissue Disease,Undifferentiated Connective Tissue,remove
MESH:D020194,Unverricht-Lundborg Syndrome,Unverricht Disease,Unverricht,
MESH:D020194,Unverricht-Lundborg Syndrome,Unverricht Lundborg Disease,Unverricht Lundborg,
MESH:D020194,Unverricht-Lundborg Syndrome,Unverricht-Lundborg Disease,Unverricht-Lundborg,
MESH:C536472,Upington disease,Upington disease,Upington,
MESH:D016472,Motor Neuron Disease,Upper Motor Neuron Disease,Upper Motor Neuron,remove
MESH:D008065,Lipoid Proteinosis of Urbach and Wiethe,Urbach Wiethe Disease,Urbach Wiethe,
MESH:D008065,Lipoid Proteinosis of Urbach and Wiethe,Urbach-Wiethe Disease,Urbach-Wiethe,
MESH:D014515,Ureteral Diseases,Ureteral Disease,Ureteral,remove
MESH:D014522,Urethral Diseases,Urethral Disease,Urethral,remove
MESH:D001745,Urinary Bladder Diseases,Urinary Bladder Disease,Urinary Bladder,remove
MESH:D014570,Urologic Diseases,Urinary Tract Disease,Urinary Tract,remove
MESH:D014570,Urologic Diseases,Urologic Disease,Urologic,remove
MESH:D014570,Urologic Diseases,Urological Disease,Urological,remove
MESH:C537696,Juvenile gout,Uromodulin Storage Disease,Uromodulin Storage,remove
MESH:C537696,Juvenile gout,Uromodulin-Associated Kidney Disease,Uromodulin-Associated Kidney,remove
MESH:D014591,Uterine Diseases,Uterine Disease,Uterine,remove
MESH:D002577,Uterine Cervical Diseases,Uterine Cervical Disease,Uterine Cervical,remove
MESH:D005693,Galactosemias,UTP Hexose 1 Phosphate Uridylyltransferase Deficiency Disease,UTP Hexose 1 Phosphate Uridylyltransferase Deficiency,
MESH:D005693,Galactosemias,UTP-Hexose-1-Phosphate Uridylyltransferase Deficiency Disease,UTP-Hexose-1-Phosphate Uridylyltransferase Deficiency,
MESH:D014603,Uveal Diseases,Uveal Disease,Uveal,remove
MESH:D000079263,Vaccine-Preventable Diseases,Vaccine Preventable Disease,Vaccine Preventable,remove
MESH:D000079263,Vaccine-Preventable Diseases,Vaccine-Preventable Disease,Vaccine-Preventable,remove
MESH:D014623,Vaginal Diseases,Vaginal Disease,Vaginal,remove
MESH:D020421,Vagus Nerve Diseases,Vagus Nerve Disease,Vagus Nerve,remove
MESH:D006349,Heart Valve Diseases,Valvular Heart Disease,Valvular Heart,remove
MESH:D019294,"Xanthomatosis, Cerebrotendinous",Van Bogaert Scherer Epstein Disease,Van Bogaert Scherer Epstein,
MESH:D019294,"Xanthomatosis, Cerebrotendinous",Van Bogaert-Scherer-Epstein Disease,Van Bogaert-Scherer-Epstein,
MESH:D010009,Osteochondrodysplasias,Van Buchem Disease,Van Buchem,
MESH:C536141,Megalencephalic leukoencephalopathy with subcortical cysts,Van Der Knapp Disease,Van Der Knapp,
MESH:D056784,Leukoencephalopathies,Vanishing White Matter Disease,Vanishing White Matter,remove
MESH:D007562,Creutzfeldt-Jakob Syndrome,Variant Creutzfeldt Jakob Disease,Variant Creutzfeldt Jakob,
MESH:D007562,Creutzfeldt-Jakob Syndrome,Variant Creutzfeldt-Jakob Disease,Variant Creutzfeldt-Jakob,
MESH:D014652,Vascular Diseases,Vascular Disease,Vascular,remove
MESH:D017445,"Skin Diseases, Vascular",Vascular Skin Disease,Vascular Skin,remove
MESH:D000079426,Vector Borne Diseases,Vector Borne Disease,Vector Borne,remove
MESH:D000079426,Vector Borne Diseases,Vectorborne Disease,Vectorborne,remove
MESH:D000079426,Vector Borne Diseases,Vector-Borne Disease,Vector-Borne,remove
MESH:D012749,Sexually Transmitted Diseases,Venereal Disease,Venereal,remove
MESH:D012872,"Skin Diseases, Vesiculobullous",Vesicular Skin Disease,Vesicular Skin,remove
MESH:D012872,"Skin Diseases, Vesiculobullous",Vesiculobullous Skin Disease,Vesiculobullous Skin,remove
MESH:D015837,Vestibular Diseases,Vestibular Disease,Vestibular,remove
MESH:D000160,Vestibulocochlear Nerve Diseases,Vestibular Nerve Disease,Vestibular Nerve,remove
MESH:D000160,Vestibulocochlear Nerve Diseases,Vestibulocochlear Nerve Disease,Vestibulocochlear Nerve,remove
MESH:D014777,Virus Diseases,Viral Disease,Viral,remove
MESH:D015229,"Sexually Transmitted Diseases, Viral",Viral Sexually Transmitted Disease,Viral Sexually Transmitted,remove
MESH:D017193,"Skin Diseases, Viral",Viral Skin Disease,Viral Skin,remove
MESH:D015229,"Sexually Transmitted Diseases, Viral",Viral Venereal Disease,Viral Venereal,remove
MESH:D000086965,Viral Zoonoses,Viral Zoonotic Disease,Viral Zoonotic,remove
MESH:D014777,Virus Diseases,Virus Disease,Virus,remove
MESH:C564747,"Methylmalonic Aciduria and Homocystinuria, CblF Type",Vitamin B12 Storage Disease,Vitamin B12 Storage,remove
MESH:D014607,Uveomeningoencephalitic Syndrome,Vogt Koyanagi Harada Disease,Vogt Koyanagi Harada,
MESH:D009472,Neuronal Ceroid-Lipofuscinoses,Vogt Spielmeyer Disease,Vogt Spielmeyer,
MESH:D014607,Uveomeningoencephalitic Syndrome,Vogt-Koyanagi-Harada Disease,Vogt-Koyanagi-Harada,
MESH:D009472,Neuronal Ceroid-Lipofuscinoses,Vogt-Spielmeyer Disease,Vogt-Spielmeyer,
MESH:C564738,Pontocerebellar Hypoplasia Type 2A,Volendam Neurodegenerative Disease,Volendam Neurodegenerative,
MESH:D017825,Canavan Disease,Von Bogaert Bertrand Disease,Von Bogaert Bertrand,
MESH:D017825,Canavan Disease,Von Bogaert-Bertrand Disease,Von Bogaert-Bertrand,
MESH:D020967,Myotonic Disorders,Von Eulenberg Disease,Von Eulenberg,
MESH:D020967,Myotonic Disorders,Von Eulenberg's Disease,Von Eulenberg's,
MESH:D005953,Glycogen Storage Disease Type I,von Gierke Disease,von Gierke,
MESH:D005953,Glycogen Storage Disease Type I,von Gierkes Disease,von Gierkes,
MESH:D005953,Glycogen Storage Disease Type I,von Gierke's Disease,von Gierke's,
MESH:D006623,von Hippel-Lindau Disease,von Hippel Lindau Disease,von Hippel Lindau,
MESH:D006623,von Hippel-Lindau Disease,von Hippel-Lindau Disease,von Hippel-Lindau,
MESH:D006432,Hemochromatosis,Von Recklenhausen Applebaum Disease,Von Recklenhausen Applebaum,
MESH:D006432,Hemochromatosis,Von Recklenhausen-Applebaum Disease,Von Recklenhausen-Applebaum,
MESH:D009456,Neurofibromatosis 1,von Recklinghausen Disease,von Recklinghausen,
MESH:D009456,Neurofibromatosis 1,von Recklinghausens Disease,von Recklinghausens,
MESH:D009456,Neurofibromatosis 1,von Recklinghausen's Disease,von Recklinghausen's,
MESH:D014842,von Willebrand Diseases,von Willebrand Disease,von Willebrand,
MESH:D014842,von Willebrand Diseases,von Willebrand's Disease,von Willebrand's,
MESH:C536042,"Osteogenesis imperfecta, type 2A",Vrolik Disease,Vrolik,
MESH:D014845,Vulvar Diseases,Vulvar Disease,Vulvar,remove
MESH:C536467,"Waardenburg syndrome, type 4",Waardenburg-Hirschsprung disease,Waardenburg-Hirschsprung,
MESH:C536075,Hyaloideoretinal degeneration of Wagner,Wagner Disease,Wagner,
MESH:C536567,Waldmann disease,Waldmann disease,Waldmann,
MESH:C536567,Waldmann disease,Waldmann's disease,Waldmann's,
MESH:D000357,African Swine Fever,Wart Hog Disease,Wart Hog,remove
MESH:D000357,African Swine Fever,Wart-Hog Disease,Wart-Hog,remove
MESH:D019282,Wasting Syndrome,Wasting Disease,Wasting,remove
MESH:D000069578,Waterborne Diseases,Waterborne Disease,Waterborne,remove
MESH:C538665,Watermelon stomach disease,Watermelon stomach disease,Watermelon stomach,remove
MESH:D000069578,Waterborne Diseases,Water-related Disease,Water-related,remove
MESH:D010201,"Panniculitis, Nodular Nonsuppurative",Weber Christian Disease,Weber Christian,
MESH:D013683,"Telangiectasia, Hereditary Hemorrhagic",Weber Osler Disease,Weber Osler,
MESH:D010201,"Panniculitis, Nodular Nonsuppurative",Weber-Christian Disease,Weber-Christian,
MESH:D013683,"Telangiectasia, Hereditary Hemorrhagic",Weber-Osler Disease,Weber-Osler,
MESH:D014895,Weil Disease,Weil Disease,Weil,
MESH:D014895,Weil Disease,Weils Disease,Weils,
MESH:D014895,Weil Disease,Weil's Disease,Weil's,
MESH:D014897,Spinal Muscular Atrophies of Childhood,Werdnig Hoffman Disease,Werdnig Hoffman,
MESH:D014897,Spinal Muscular Atrophies of Childhood,Werdnig Hoffmann Disease,Werdnig Hoffmann,
MESH:D014897,Spinal Muscular Atrophies of Childhood,Werdnig-Hoffmann Disease,Werdnig-Hoffmann,
MESH:D016553,"Purpura, Thrombocytopenic, Idiopathic",Werlhof Disease,Werlhof,
MESH:D016553,"Purpura, Thrombocytopenic, Idiopathic",Werlhofs Disease,Werlhofs,
MESH:D016553,"Purpura, Thrombocytopenic, Idiopathic",Werlhof's Disease,Werlhof's,
MESH:D014899,Wernicke Encephalopathy,Wernicke Disease,Wernicke,
MESH:D014899,Wernicke Encephalopathy,Wernicke's Disease,Wernicke's,
MESH:C536694,Westphal disease,Westphal disease,Westphal,
MESH:C536694,Westphal disease,Westphal variant of Huntington's disease,Westphal variant of Huntington's,
MESH:D020514,Hypokalemic Periodic Paralysis,Westphall Disease,Westphall,
MESH:D008061,Whipple Disease,Whipple Disease,Whipple,
MESH:D008061,Whipple Disease,Whipples Disease,Whipples,
MESH:D008061,Whipple Disease,Whipple's Disease,Whipple's,
MESH:D050072,White Heifer Disease,White Heifer Disease,White Heifer,remove
MESH:C536351,"Visceral Steatosis, Congenital",White liver disease,White liver,remove
MESH:D056784,Leukoencephalopathies,White Matter Disease,White Matter,remove
MESH:D014912,White Muscle Disease,White Muscle Disease,White Muscle,remove
MESH:D057180,Frontotemporal Dementia,Wilhelmsen Lynch Disease,Wilhelmsen Lynch,
MESH:D057180,Frontotemporal Dementia,Wilhelmsen-Lynch Disease,Wilhelmsen-Lynch,
